Speech Duration,Pitch,Speech Rate,Jitter,Shimmer,MFCCs,Mood,Sentiment Score,Speaker ID,Age Group,Gender,Language
13.44,187.0,156,0.094,0.058,"[-9.753, -1.605, 7.991, 6.008, 9.9, 0.904, -2.188, 3.696, 7.711, -2.919, 3.313, 6.007, 2.061]",Fearful,-0.18,c86f5804-45dd-4bac-aed7-f054bca86a7b,Senior,Male,English
14.05,152.6,94,0.092,0.098,"[4.664, 6.736, 0.456, 3.849, 6.9, -8.418, 3.289, 0.12, 2.021, -0.245, -8.021, 7.691, 3.45]",Calm,0.28,75ebbd35-0524-475f-8093-5dceefb02302,Adult,Female,English
14.25,178.22,107,0.016,0.073,"[-4.434, -2.489, 1.845, -0.162, 6.296, -4.754, 4.519, -8.407, 8.335, -5.016, -6.345, -2.521, 8.4]",Neutral,0.0,419737b6-3eb3-4562-8d7b-7385eb27882a,Adult,Female,English
18.53,137.6,53,0.062,0.038,"[-2.962, -7.186, -6.39, -9.583, -9.517, -9.112, 0.688, 5.818, -2.815, 7.109, -6.296, -7.231, -0.706]",Sad,-0.36,f6b9d8a6-a294-4450-b226-e42189aee0eb,Senior,Female,English
9.62,187.52,151,0.056,0.071,"[0.289, -3.436, 4.601, -7.621, 1.171, -6.979, -2.16, -8.588, 1.479, -3.095, 3.321, -6.705, -8.362]",Happy,0.67,d459bb6f-a4c7-47f3-b474-ff3bf7bb6779,Child,Female,English
10.49,154.1,69,0.033,0.06,"[1.365, -5.819, -4.609, -5.393, 7.2, -4.787, -0.877, -9.736, -7.463, 3.647, 8.628, 5.258, 2.649]",Bored,-0.13,399259e3-7ce3-4fbb-bb84-0f0a4679d0ca,Adult,Female,English
18.37,126.34,68,0.064,0.012,"[-8.813, -3.432, -9.369, 6.696, 6.782, -1.114, -2.076, 2.277, -0.448, -3.439, 9.137, -6.388, -5.869]",Bored,0.02,72b88bff-347e-4d9c-9cb7-8992ba01207c,Child,Female,English
16.05,172.12,99,0.097,0.092,"[2.743, 0.346, 5.355, -8.958, -4.774, 8.575, 6.293, 6.721, -9.365, -3.151, 1.147, -4.899, -6.898]",Calm,0.2,00520d9b-f793-46af-a6eb-325721972e30,Child,Female,English
18.58,104.04,73,0.095,0.066,"[-2.689, -3.475, 2.022, 0.203, 5.916, 5.091, 2.794, 9.29, -2.57, -6.444, -3.264, 3.355, 0.661]",Sad,-0.29,e56ea694-b2a9-4708-9792-e69073fa4ca0,Child,Female,English
13.33,160.04,104,0.042,0.019,"[-2.73, 8.504, 7.958, 4.52, 6.533, 9.824, -5.061, -7.786, -6.328, -6.641, -7.109, 1.891, -2.217]",Neutral,0.0,cbd81115-37bd-4045-9c3d-6f985af43197,Adult,Male,English
5.45,220.82,126,0.013,0.026,"[0.987, 4.947, -6.631, -1.861, -9.498, -5.537, -7.408, 9.706, 2.479, 6.388, -3.623, 7.729, 8.068]",Happy,0.31,4f9eb34b-a244-4202-89fa-408cb33b54c1,Adult,Female,English
17.16,133.95,78,0.066,0.041,"[2.244, -2.874, 0.572, 2.895, -5.587, 3.386, -2.538, -8.665, -5.106, 0.91, -1.025, -8.306, 1.196]",Sad,-0.35,d41015ac-56fa-40a2-b75b-1509b161bb65,Adult,Male,English
12.28,165.3,106,0.045,0.095,"[4.627, 9.467, 1.703, 8.76, 0.118, 7.327, 8.558, 2.01, -5.442, -7.656, 0.532, 9.272, -7.863]",Neutral,0.0,194641b4-6d56-4e3e-a5f7-9cc091f3f0ed,Senior,Male,English
8.12,210.57,142,0.033,0.058,"[0.217, -6.741, -4.324, -7.505, 3.141, 9.758, -3.802, -2.862, -1.435, 2.402, -7.963, -9.35, -7.064]",Fearful,-0.57,ee92be46-d924-4a45-8308-0909252fdae9,Adult,Male,English
11.29,144.6,127,0.036,0.012,"[5.496, 9.763, 3.431, 2.8, 1.319, -2.145, -3.531, 8.063, -6.292, -8.306, -6.151, 0.398, 4.279]",Neutral,0.0,7202db1a-7954-48bc-a6a5-ff1cded24ccd,Senior,Male,English
13.29,268.74,135,0.084,0.073,"[-3.229, 3.611, -1.682, -7.58, 5.124, 0.264, -2.44, -6.079, 7.962, 1.822, 6.76, 3.784, 3.102]",Fearful,-0.31,55db394a-0702-4f1c-94ea-bc59ff3386c3,Child,Male,English
17.58,143.75,129,0.034,0.075,"[-6.038, 5.141, 6.432, 3.121, -8.94, -9.696, 3.478, 4.831, -1.917, 8.23, -9.261, 4.548, 5.966]",Calm,0.14,faede0b0-be31-4729-a9de-cc6e9f3d535a,Adult,Female,English
16.91,176.95,100,0.083,0.083,"[4.242, -2.387, 8.363, -4.988, -5.251, 4.222, -1.947, 8.547, -4.624, 7.919, 9.864, 7.069, 9.688]",Calm,0.29,78b3dbdd-1d77-4d38-b822-81a848c9dc1b,Adult,Female,English
9.58,179.41,95,0.019,0.087,"[5.616, 1.817, 1.23, -3.966, 6.689, -9.629, -0.713, 4.477, 5.16, 2.36, 2.511, -2.161, 7.099]",Confused,0.14,1460eb1c-c6fa-42fc-bf79-183e7447313c,Child,Male,English
12.75,139.73,78,0.092,0.1,"[-5.351, 4.25, 5.865, 9.084, -4.051, 2.062, -6.961, -9.328, -5.067, -5.072, 8.372, -5.082, -1.656]",Bored,-0.13,bb1d79b2-3015-486d-933f-7022fc15c8bb,Senior,Female,English
14.03,156.25,112,0.02,0.022,"[-0.218, 4.934, -7.761, -8.164, 2.844, 5.528, 9.09, -4.12, 2.286, -9.27, 2.584, -4.201, 4.599]",Calm,0.01,dbcc647a-cd83-4470-8bd7-0e30bd8636e6,Senior,Male,English
3.94,234.72,135,0.097,0.08,"[6.724, 6.894, -3.748, -5.851, -1.923, -5.948, -2.233, -9.708, 8.01, -5.067, 3.344, 1.866, 8.727]",Surprised,0.48,c04b4e5c-df63-4e66-9658-763c8a65c827,Child,Female,English
10.54,259.63,183,0.041,0.094,"[8.256, -2.546, -5.98, 7.138, 3.464, 3.954, 1.733, 9.931, 1.177, 1.099, 1.312, -9.172, -8.994]",Excited,0.62,8d5abf2a-9869-477a-9a93-1685dc72bec0,Adult,Female,English
9.08,209.2,128,0.035,0.091,"[9.438, 7.083, -0.513, 8.532, 4.63, 3.627, 9.433, 0.662, 5.968, 5.688, -4.678, -5.636, -6.517]",Happy,0.72,b91b823c-d47b-4c4c-8711-a21d871a2dc1,Adult,Male,English
11.64,139.6,64,0.051,0.019,"[4.269, -6.723, -1.75, 2.382, 8.497, 8.919, -7.869, -9.116, -2.292, -3.434, -5.959, -3.249, 5.78]",Bored,-0.02,148bc661-3ef1-41f7-978d-a66fd6e015a0,Child,Male,English
13.35,198.37,72,0.039,0.047,"[0.845, -2.513, -3.237, 0.727, 4.002, 7.124, 4.244, 5.352, -8.991, -1.71, -0.663, 6.011, -2.594]",Confused,-0.27,323ac324-c208-4992-882f-9e08f48a76fc,Adult,Female,English
11.27,236.54,128,0.02,0.087,"[-7.263, -1.076, -2.658, -3.333, -1.892, 3.771, 6.271, -6.258, -4.285, -5.505, 4.541, -2.704, -8.318]",Fearful,-0.36,711e1869-aeae-4316-9e1e-0cb75157c356,Adult,Male,English
7.95,250.92,203,0.096,0.08,"[-3.613, 7.548, 2.463, -3.916, -7.558, -7.204, -4.844, -3.881, 1.505, 7.677, -4.566, -6.394, 0.414]",Excited,0.77,dc3e4c33-54ec-424d-985d-0d297c127f01,Senior,Male,English
15.37,168.76,91,0.033,0.02,"[-0.34, 8.319, -9.629, 6.243, -5.249, 2.864, -8.391, -2.571, 2.382, 4.339, 8.578, 2.618, 2.727]",Calm,0.12,31b0e902-b879-4049-9192-aec6c69243fb,Adult,Male,English
10.13,256.37,158,0.017,0.084,"[8.716, -6.435, -4.077, 8.451, 1.05, -3.398, -9.026, -0.155, -4.721, 4.503, -6.563, 9.923, -7.961]",Fearful,-0.36,1a76eebc-cc00-42ee-9a8d-dd3dd2a926ed,Child,Male,English
7.32,186.3,170,0.046,0.06,"[-6.361, -4.591, 7.901, -9.08, 9.06, -1.077, -8.926, 6.189, 6.855, 7.18, 0.855, -1.452, 4.989]",Happy,0.52,ceb62ccd-593f-47d0-b178-359832ac08ec,Child,Male,English
16.11,167.16,112,0.061,0.076,"[-7.799, 8.82, -6.125, -3.02, -8.468, -0.792, -9.218, -7.603, -5.381, -9.196, 4.795, 6.261, 8.73]",Calm,0.22,8554f9f8-a063-4a82-8681-cfa90164d335,Adult,Female,English
16.91,163.1,71,0.1,0.061,"[6.456, 0.461, -0.518, -9.472, -0.888, -4.826, 0.722, -8.54, -3.499, 7.608, 9.817, 0.882, -3.102]",Bored,-0.02,b2504efb-1e9c-4233-b7fa-53cf79ce3ca6,Senior,Male,English
7.82,190.19,121,0.058,0.031,"[-9.494, 0.557, -1.109, -6.777, 3.879, -1.215, 1.905, -0.908, -2.053, 2.007, -2.423, -2.894, 0.617]",Happy,0.75,965efe72-3dff-43d1-9d5a-16a870a1c4ac,Adult,Male,English
8.25,187.64,136,0.066,0.081,"[2.081, 4.594, -3.03, -8.3, -8.567, -7.387, -7.019, -9.97, -4.602, -1.866, 9.284, 8.646, -8.824]",Happy,0.42,65732089-f7ca-4c82-a5da-e8be4e753fad,Child,Male,English
14.65,154.91,92,0.038,0.023,"[-4.127, -1.701, 9.709, 4.009, 7.798, 4.595, 8.042, -7.64, 3.227, 9.866, -0.0, 1.364, 8.454]",Calm,0.03,cca01912-cd12-4bb5-a8e0-2b1c61b9e219,Adult,Female,English
5.45,200.54,177,0.022,0.023,"[-2.094, 9.244, -9.155, -8.367, 0.905, -0.74, -4.736, -9.454, -8.341, -8.876, 7.888, 9.747, -2.831]",Happy,0.52,7a3f858b-d929-466e-9002-e3480270d9cb,Senior,Female,English
13.54,175.39,97,0.062,0.021,"[8.093, 7.146, -8.003, -4.9, -0.092, -7.922, 4.256, 6.026, -8.155, 6.598, 6.867, -0.31, 0.837]",Neutral,0.0,9bb3974e-f84b-41c0-b52a-62c06807e0c0,Senior,Female,English
15.33,164.59,100,0.089,0.029,"[-1.805, 1.818, -4.872, 2.564, -9.867, 3.603, -0.829, -7.09, 1.698, -8.07, -7.735, 7.094, 1.321]",Calm,0.1,db63c437-ea07-4f09-a8fb-5acba3164605,Adult,Female,English
5.53,327.3,197,0.018,0.099,"[9.223, -1.112, 7.593, -4.194, 1.179, 2.982, 7.965, -8.437, 5.388, -8.502, -9.016, -9.414, 1.88]",Angry,-0.5,29a16462-7016-441e-9620-36861d4b37eb,Senior,Male,English
6.27,348.21,177,0.069,0.093,"[5.285, 4.438, 7.343, -9.397, 8.385, 0.315, -4.608, 6.303, 9.038, -1.105, 5.514, -9.867, -3.453]",Angry,-0.53,f0c3332e-d12e-4aa6-bff4-13854ab10146,Adult,Male,English
14.33,145.53,101,0.078,0.015,"[-9.888, -7.522, 5.191, -7.522, 3.776, 2.564, 3.01, -9.573, -9.986, 2.004, 4.76, -7.291, -5.17]",Neutral,0.0,e193333b-3d73-4ad6-9650-2ce8b16d89dd,Child,Female,English
10.26,187.67,128,0.073,0.058,"[-9.337, 4.122, 0.433, -8.181, 5.096, 5.934, -9.773, 5.735, -8.611, 4.696, 5.469, 0.401, -4.488]",Fearful,-0.21,b65ca96e-b214-4c83-9cc3-6c7fb14120b7,Adult,Female,English
3.54,256.6,146,0.03,0.088,"[9.229, -3.886, 0.491, 4.445, 8.732, 3.134, 1.763, 4.442, -6.702, -6.569, -3.295, -9.45, 0.178]",Surprised,0.11,98fec5da-2aea-4fc0-ba42-0104f3fc5f9a,Senior,Male,English
14.14,162.34,95,0.059,0.035,"[-0.513, 9.171, -3.133, -9.266, 1.797, 0.559, 3.295, -9.571, 9.878, 9.068, -1.311, 0.546, -4.492]",Neutral,0.0,cde171a6-7cfe-402d-93d6-d093c9739efd,Senior,Female,English
13.53,120.14,67,0.056,0.091,"[1.69, 9.78, 9.742, 5.006, 2.579, 8.797, -2.281, -6.037, -6.575, 6.464, 0.318, -5.118, -6.428]",Sad,-0.5,139134d3-936c-43cd-81c0-904620be7b6a,Senior,Male,English
8.61,227.37,110,0.014,0.089,"[5.296, -1.891, 9.807, -7.167, -5.927, 7.513, -9.775, 9.883, -0.28, -4.235, -5.308, -8.312, -1.478]",Fearful,-0.44,ae9ce38f-4653-4929-b92d-d38afd34c62b,Senior,Male,English
17.02,141.37,58,0.013,0.096,"[4.222, -6.046, -7.13, -6.755, 4.936, 6.771, 0.064, -4.785, -3.848, 2.617, -8.048, -8.436, -5.943]",Sad,-0.64,43a5cbb3-a6f3-4fd4-8424-c25e0176c582,Senior,Male,English
12.07,166.98,91,0.04,0.08,"[-0.779, 1.115, 3.33, -0.898, 3.513, -4.574, 6.214, -2.768, -1.234, -0.416, 8.601, 5.144, -0.26]",Neutral,0.0,6480fb4d-94b3-4ed0-b0c3-82d6c33599e4,Senior,Female,English
5.16,234.53,138,0.052,0.055,"[-7.197, -5.835, -0.185, 2.31, 8.81, 5.426, 8.253, 5.562, 5.696, 6.892, -3.517, 3.214, -3.968]",Happy,0.44,3689db7a-62f8-43ad-b19b-718c0d530109,Adult,Female,English
9.0,187.26,173,0.042,0.062,"[8.586, -7.744, -8.993, 4.561, 5.89, 5.968, 6.908, 7.243, 6.135, -6.978, -9.921, -1.577, -6.108]",Happy,0.71,4ef4c5d0-1a40-4889-a104-6d745f1401f5,Senior,Male,English
11.31,210.54,107,0.015,0.088,"[-4.026, -0.216, -1.655, 8.122, 1.271, -9.04, -5.826, -2.434, -8.332, 7.174, 2.768, 3.239, -7.765]",Confused,-0.02,480e611f-9738-4a7b-bb5f-a19c5b6269b7,Child,Female,English
7.1,288.7,151,0.07,0.055,"[9.373, -7.039, -5.333, 7.405, -2.323, -3.746, -9.122, 7.074, -2.166, -7.824, -8.141, -3.741, 9.049]",Surprised,0.57,3eb00186-cf5b-472b-9e64-022eb838f92b,Adult,Female,English
11.19,273.15,191,0.098,0.084,"[3.323, -0.566, -2.993, 9.381, -7.085, 0.608, -9.042, 7.154, -2.007, -5.317, -7.862, -4.682, -0.145]",Angry,-0.62,a6ea58c0-e948-4822-a5a1-79ca804e085c,Child,Female,English
10.81,166.13,60,0.082,0.077,"[-0.573, 5.325, -0.968, -9.156, 0.524, -4.713, 6.279, -7.629, 0.793, -3.642, -4.794, 2.796, -3.396]",Bored,-0.22,24e8571a-4933-4dd4-83ff-743ca3c7c79f,Senior,Female,English
8.52,339.77,193,0.026,0.084,"[0.661, 2.032, 8.563, 9.411, -4.486, 5.214, -9.32, 2.245, -0.233, -8.802, -2.357, 7.958, -9.92]",Angry,-0.53,c5501224-a4be-4f89-9a9f-3f4acb107065,Senior,Male,English
11.72,264.53,189,0.097,0.07,"[-5.206, -8.029, 2.906, -8.643, -9.335, -1.583, -6.411, -6.728, 5.725, 3.329, -0.425, 8.671, 9.641]",Excited,0.53,0bcdf166-8a06-4745-983e-b44a4e002eb2,Child,Male,English
6.49,204.06,189,0.047,0.013,"[-9.398, 9.03, -5.094, -3.533, 1.25, 5.743, -0.812, -4.738, -5.899, 9.113, -4.596, -6.25, 4.704]",Excited,0.67,68a8d751-7701-4a6e-b416-6b5c186e258f,Child,Female,English
17.45,127.06,60,0.056,0.079,"[-4.35, -0.571, 6.622, -9.697, -7.822, 3.585, 5.519, 5.91, -4.739, -1.804, -4.676, 1.991, -2.819]",Bored,-0.21,a056c2d8-10d3-4dd7-a355-0906773e8a12,Child,Male,English
5.35,250.56,145,0.062,0.08,"[1.277, -5.979, 5.34, -1.795, 2.102, -1.251, 5.616, 5.816, 6.465, 7.139, 1.117, 0.774, 1.294]",Angry,-0.71,ca8579a4-d5d5-4357-a38b-a975c7146492,Senior,Male,English
4.48,283.7,163,0.022,0.052,"[2.875, -7.198, -8.867, -3.796, 6.546, 0.057, 5.893, -7.726, -6.074, -5.245, -6.263, 2.775, 2.65]",Surprised,0.24,5f0d124e-0f82-438a-a88e-6a3ee2717f2e,Adult,Female,English
9.29,185.34,136,0.026,0.078,"[-1.77, -8.592, -3.729, -7.484, -4.316, -3.619, -1.32, -2.53, -5.762, 1.212, 2.194, 2.41, -4.836]",Happy,0.56,820fed5d-b2fd-447e-bc41-e8a3322a0371,Adult,Female,English
10.12,315.9,145,0.035,0.087,"[5.55, -1.325, -7.156, 8.327, -5.147, 9.094, -6.719, 1.562, -6.518, 0.808, -5.773, 9.121, 9.158]",Angry,-0.68,a43bcab4-b9da-478b-befa-fb34c0ef464c,Adult,Male,English
5.68,285.59,132,0.015,0.049,"[3.357, -7.515, -5.466, -2.228, -1.775, -4.776, -6.08, -8.678, -8.513, -9.368, -3.482, -3.692, -4.202]",Surprised,0.53,fac6790b-214d-4a6a-bdc7-65f708c11259,Senior,Male,English
17.86,163.38,51,0.079,0.081,"[-0.902, 9.306, -2.088, 0.499, -8.5, 0.727, 3.629, 3.47, 0.61, 5.095, 2.749, 7.436, 4.39]",Bored,-0.14,1b67a972-ad55-4266-82f4-34a8a8f40fc4,Adult,Female,English
6.55,207.3,134,0.066,0.042,"[2.23, -8.609, -1.516, 8.568, -6.732, 3.782, 2.849, 3.834, -1.678, 9.168, -3.929, 0.701, 1.103]",Happy,0.76,f9688340-3af5-4596-b878-4f623857926a,Child,Female,English
16.5,140.55,57,0.047,0.038,"[6.214, 6.846, 9.748, 7.46, -9.556, 1.371, 6.538, -3.076, 3.094, 5.928, -8.677, 6.966, -8.544]",Bored,0.05,fa412b5a-8c92-4202-8ad9-4a4b6f798cdf,Adult,Female,English
10.17,142.55,73,0.039,0.098,"[-0.63, 2.727, 0.221, -8.197, 4.962, -4.512, 8.452, 8.021, -3.387, -5.809, -4.242, 6.109, 2.732]",Sad,-0.59,764a1541-13e2-43e1-9528-3e49f990c72d,Child,Male,English
10.51,296.78,150,0.068,0.023,"[-8.935, -5.805, 1.218, 6.794, -2.854, 0.151, 0.128, -3.801, -1.667, 1.176, -4.401, 8.252, 0.158]",Angry,-0.61,b4468857-6d22-45ff-bc2c-1802f9839f85,Adult,Male,English
15.88,125.26,74,0.05,0.072,"[4.486, -3.754, 0.241, 9.943, -1.166, -0.366, -8.326, 4.433, -6.89, -7.419, 1.535, 2.491, -6.712]",Sad,-0.49,b34a85ac-0512-46ce-b4c1-ec1f12407f4b,Senior,Female,English
19.31,110.82,69,0.045,0.058,"[-0.859, 7.597, 5.545, -5.201, 4.666, 5.666, -6.838, -4.943, 1.245, -8.726, 5.959, -1.198, 4.096]",Sad,-0.62,143b2bc6-ce23-48ca-aa51-fd7b87454977,Child,Female,English
5.82,212.65,150,0.035,0.034,"[2.288, 0.295, -5.861, 7.99, -0.145, -4.39, -2.576, -8.005, -1.382, -3.307, 7.912, 9.416, 4.499]",Happy,0.5,fb4952fe-0058-4075-9ff8-27041122352c,Adult,Male,English
15.0,146.63,88,0.058,0.07,"[1.044, -8.731, 8.507, -9.919, 7.581, -1.407, -0.635, -5.955, -0.913, -1.494, -4.362, -6.659, -4.941]",Sad,-0.34,780145b7-7256-4ac4-9249-03bbe6605643,Senior,Male,English
11.14,126.31,59,0.039,0.037,"[-1.713, -3.261, -2.652, 3.03, 4.324, 2.941, -4.545, 2.707, -6.611, 2.592, -1.074, 3.4, 3.68]",Sad,-0.61,5edbe9d5-54aa-474d-a3e9-fca834181679,Senior,Male,English
9.81,158.77,72,0.019,0.067,"[-6.554, -2.446, 2.138, 1.602, -6.972, 1.593, -3.908, -0.082, -3.646, -0.764, -4.558, 0.688, 2.353]",Confused,-0.35,e00710fe-5db3-4492-b5a5-5e5fecc83677,Child,Female,English
9.86,155.03,96,0.054,0.016,"[9.509, -8.107, 1.854, -8.762, -7.463, 3.033, -1.109, -7.682, 6.975, -7.257, 9.851, -1.356, -6.366]",Confused,-0.31,861e1fb8-13d1-484f-b51d-2e115472b9ea,Senior,Male,English
17.01,147.41,84,0.082,0.091,"[3.616, 8.164, 9.332, -3.781, -1.209, -0.89, 5.49, -9.19, 7.066, -8.114, -1.289, 1.806, 7.99]",Sad,-0.56,bb0067f7-b558-4d55-8c8d-0ace0b5b2094,Senior,Female,English
8.53,193.52,161,0.068,0.05,"[5.6, 2.573, -6.685, -1.651, -4.676, -2.84, 1.353, 7.951, -4.096, -7.457, -6.517, -4.092, -5.507]",Happy,0.59,9a344f61-1464-4f7b-9e38-e5c45dc8fc2e,Adult,Male,English
5.13,227.62,161,0.085,0.027,"[9.078, -5.505, 3.489, -2.311, -2.574, 5.25, 8.074, 5.697, 6.644, 0.998, 4.271, -0.195, 9.366]",Happy,0.37,4d4dfece-4acf-443a-a0c5-c6077f2673f9,Senior,Female,English
14.05,235.8,117,0.025,0.022,"[-2.313, -7.241, -1.441, 4.172, -0.297, -2.617, -2.652, 1.703, 6.11, -6.214, 7.928, 9.932, 5.57]",Fearful,-0.49,df438806-074e-4120-99e9-ebcad449d518,Adult,Male,English
8.39,157.49,93,0.01,0.083,"[-5.031, -3.273, 8.429, -0.883, 2.638, 9.139, 3.485, 5.776, 9.977, -9.338, -6.439, 6.438, -8.472]",Neutral,0.0,f928a664-05e5-4b7b-8ab7-b03bf821a22d,Senior,Female,English
8.99,188.1,97,0.062,0.047,"[-9.025, -7.348, -3.618, -6.718, 4.425, -4.004, 4.4, -5.627, -0.944, -1.724, 9.376, 0.167, 8.533]",Confused,-0.26,103e95f2-6406-4b6f-b6a5-ae49006e14be,Child,Female,English
8.9,184.29,101,0.1,0.072,"[-9.327, 8.901, -2.802, 6.518, -6.685, -1.513, 3.758, -7.308, -5.537, -4.759, 0.34, 1.42, -3.964]",Confused,-0.36,313b4907-5466-4f0d-88b5-a9d682f5f519,Senior,Female,English
3.86,270.46,140,0.049,0.05,"[-6.437, -9.593, -3.343, 0.077, -6.21, 9.903, 9.14, 9.603, -2.037, -8.685, 6.066, 5.133, -4.875]",Surprised,0.22,054a9785-fb12-4074-8047-2d6b19ea6484,Child,Male,English
15.53,145.41,70,0.019,0.012,"[0.415, 5.988, 9.974, 2.072, -4.125, -1.64, 6.42, -8.803, 8.447, -0.028, -7.876, -2.198, -8.073]",Sad,-0.48,26dc8485-ac0e-4c14-a8f4-62f76812cfc7,Senior,Male,English
19.85,140.72,78,0.084,0.03,"[1.098, 3.765, 5.09, 7.423, 3.765, 9.111, 8.764, -6.017, -2.142, -1.562, -9.096, 4.289, 1.221]",Sad,-0.59,b249cbc6-0a34-4bec-8e7f-4336746c6ebc,Adult,Male,English
7.18,249.59,138,0.027,0.012,"[-6.282, 6.66, 3.745, -1.105, 6.859, -4.248, 6.552, -9.579, 7.778, -0.49, -7.41, 4.469, 4.345]",Surprised,0.53,faa915c0-45dc-48e4-821a-59a8621c558c,Child,Female,English
14.0,208.27,136,0.051,0.055,"[-6.399, 2.447, -5.421, -3.155, 7.029, -2.349, 5.759, -4.303, 2.954, 7.081, -7.532, 6.991, -9.911]",Fearful,-0.22,2c5709a7-02aa-4e28-875b-2f76dc5da816,Child,Female,English
19.54,113.98,50,0.019,0.033,"[-9.193, 2.191, 1.265, 9.071, -9.633, -0.988, 8.325, -7.923, 9.387, -7.988, 6.392, 3.832, 6.753]",Sad,-0.34,13007173-fb47-4575-a55f-9cb48e68c6c5,Adult,Male,English
10.55,264.36,208,0.067,0.044,"[2.207, 2.68, -3.9, -9.756, 6.026, 3.837, 7.655, 0.788, -6.353, 9.719, -9.947, 4.653, -0.468]",Excited,0.72,0d9a0d26-a1da-4f43-81de-da88cc008ffe,Senior,Male,English
3.16,258.31,146,0.057,0.098,"[-1.091, -8.318, 7.4, -6.547, 1.082, -6.397, -2.151, -2.895, 4.033, 9.795, -8.392, 6.978, -1.978]",Surprised,0.46,62a31377-8bbb-460d-a2f8-d0d364e21b41,Senior,Male,English
12.39,191.63,89,0.027,0.034,"[3.254, -6.309, 2.047, -6.179, 1.402, -4.488, 3.267, -9.05, -8.381, 0.032, -4.853, -8.594, -1.689]",Confused,-0.28,30de664e-1cd6-402f-b281-70ca1cd8374a,Senior,Female,English
13.45,154.02,100,0.021,0.051,"[-4.41, -1.707, -8.41, -3.695, -1.925, -1.807, -7.182, -7.365, -5.115, 0.427, 4.631, 2.153, 7.657]",Calm,0.23,e7eea21a-be58-41b7-b0f5-54710b42e9c6,Child,Male,English
6.43,189.92,158,0.022,0.097,"[9.939, 6.137, 3.957, -5.158, -2.46, -6.254, -1.997, 1.786, -7.584, -6.461, -9.237, -4.368, -2.3]",Happy,0.6,a3113d35-7824-4ff3-b517-d79d5eb92c38,Child,Male,English
18.08,121.39,77,0.077,0.081,"[-1.661, -0.931, 6.036, 7.005, 5.241, 8.734, -9.295, 5.634, -8.251, -3.698, -2.72, 5.636, 8.509]",Sad,-0.65,f1d6c9f0-b7c5-46ed-8aac-84e45cf6cb37,Senior,Male,English
9.57,160.21,122,0.091,0.074,"[-1.007, 8.867, 9.405, 7.267, 1.719, 6.285, -4.832, 2.741, 0.587, 3.304, 6.778, 6.015, -7.862]",Neutral,0.0,c1b120d3-e56c-4006-b5a5-7127d2d7056d,Senior,Female,English
8.9,165.69,114,0.098,0.077,"[2.91, 2.16, -0.373, 1.007, -9.346, 3.291, -4.613, -8.582, -8.249, 8.333, -4.932, 9.204, 0.517]",Neutral,0.0,ddf2f9fa-17c4-4444-a015-d9c324c4d188,Adult,Female,English
5.23,223.21,148,0.056,0.043,"[1.534, 5.583, 1.715, -9.605, -5.832, -4.978, 5.967, -2.257, -0.505, -6.31, 4.542, 1.603, -2.978]",Happy,0.64,fb467321-12c7-4bea-aa6b-f00059f67be2,Adult,Male,English
9.95,150.27,74,0.02,0.036,"[8.225, 3.023, 2.707, -2.693, -8.152, -0.693, 7.014, 6.022, -1.887, 8.082, 1.502, 2.762, -5.044]",Confused,-0.09,5df7ec9f-c7b1-4ee4-b1d9-8b1adca01c55,Child,Male,English
13.82,166.67,108,0.077,0.025,"[9.39, -9.545, 0.626, 0.897, 1.387, 6.797, 1.912, 9.07, 0.656, -9.444, 7.808, -9.846, 2.034]",Calm,0.11,e362c106-49f1-4032-9397-04e011aa71c6,Child,Female,English
9.54,201.36,171,0.029,0.042,"[-3.397, -8.967, -1.085, 5.483, -2.55, 9.524, -9.873, -5.257, 9.597, -1.965, 6.885, -2.865, 3.71]",Happy,0.56,d04eed67-3f2b-42b9-bc3f-b88d5f2df02e,Adult,Female,English
8.81,274.46,144,0.03,0.029,"[6.031, -0.035, 0.569, 1.644, 1.711, -3.495, 5.305, 9.719, 4.117, 0.068, -9.222, 4.606, 4.963]",Angry,-0.76,5be16077-74e6-47a4-89fb-33f3080e27ee,Child,Female,English
5.89,216.84,170,0.011,0.035,"[3.828, 0.124, -4.448, 6.8, -7.165, -7.806, -7.717, -3.323, 2.213, 3.648, -9.798, -3.116, 8.373]",Happy,0.52,f199df38-fd97-4c9b-9cf2-7cb3d1b9f7de,Senior,Male,English
14.37,214.89,152,0.041,0.076,"[-2.308, 1.09, 4.638, 7.559, 1.117, 9.706, 4.145, 8.799, 9.315, 1.018, 2.026, -5.647, -1.503]",Fearful,-0.28,82973ba7-5fd9-47c7-8750-52ef762e638c,Child,Male,English
10.89,159.45,71,0.083,0.092,"[-1.002, -0.045, -3.942, 4.892, 7.74, 2.145, 0.214, -4.931, -9.608, -7.908, -9.722, 4.726, -6.426]",Confused,0.15,1861b04a-afe6-420d-8dd8-75c9f84db802,Senior,Female,English
19.0,105.84,78,0.028,0.068,"[3.385, 9.876, -5.731, 6.027, 1.418, 8.848, 8.254, 8.027, -7.578, 4.117, -0.185, 7.102, -2.487]",Sad,-0.42,d03cf37b-57d1-4d26-bc6b-545745c432b5,Adult,Female,English
13.74,147.43,60,0.038,0.03,"[-6.576, 9.008, -9.858, 9.158, -4.191, -8.116, 9.562, 9.393, 1.014, -4.702, 2.119, -7.78, -7.17]",Bored,0.05,b4233631-03ac-47f1-a3ae-1e69f61dccc4,Adult,Female,English
